Date,AAPL,ACN,AMZN,APTV,BAC,C,CMCSA,COST,CTSH,CVS,DG,DIS,DRI,DXC,F,FDX,GE,GM,GOOGL,HCA,HD,HLT,IBM,INTC,JPM,KR,LOW,MAR,MSFT,ORCL,PEP,SBUX,T,TGT,TJX,UNH,UPS,WBA,WFC,WMT
2021-02-01,-0.08108495176745822,0.04066372673969276,-0.03532841376742368,0.12155680757822696,0.17065771747179626,0.14574182901537958,0.06841162516958987,-0.06080639325664683,-0.05734421591507155,-0.04276744189596504,-0.027213059152117025,0.12410049823460922,0.1784719485898063,-0.10567380741000865,0.11111102815142226,0.0814141631947567,0.17415724207438843,0.012825567559762163,0.10646507878480804,0.05877636998905733,-0.04608219462388219,0.21984420137824956,-0.0015112053419497062,0.09493789876158631,0.15201579225303674,-0.06637691175999871,-0.03918855075527261,0.2730635534017649,0.0018106732542797488,0.07160121959813748,-0.05403825468258028,0.11589711000003455,-0.002895442026448536,0.012529617557550221,0.03044982034942767,-0.004077225808910234,0.01825848572496236,-0.04616892493431968,0.21050867677519136,-0.07523671892132155
2021-03-01,0.008844689093086666,0.10103623430174458,0.00037178414851712915,-0.07968501557141949,0.11466452131325999,0.1042803899574567,0.0263658508913438,0.06699717150680029,0.06650951663659521,0.10421293973251156,0.0721203030143609,-0.023910168852878888,0.03400573552765107,0.23949250911870745,0.04700858023800736,0.11607061666003715,0.04704949029853056,0.1194231950648399,0.020084992674775926,0.09480905449806332,0.18158224525691824,-0.022315661424756383,0.13546424244589672,0.0593695215499872,0.03438186654855779,0.12337135667649868,0.1904851074063061,0.00027006911753346685,0.0169248924922214,0.0877382473081425,0.09489898185864631,0.01578451518029289,0.0853353329410198,0.08360264615519086,0.0062160935097941294,0.11995095990072002,0.08386393816974613,0.1563396855869692,0.08359543074975107,0.04548938597352192
2021-04-01,0.07621793336447635,0.0496651121710312,0.12066273709568343,0.043437315143469046,0.05276025848828758,-0.02075604377285134,0.03770086356251223,0.055634282682521574,0.029185642316169602,0.015552080355840436,0.059865762183923144,0.008129145089111667,0.03323953092143239,0.05278309681539284,-0.05795923614041887,0.024735549697152637,0.00016199576894027068,-0.004176691851567105,0.14107987974489178,0.07021562806721549,0.06698853695467877,0.0643399553629076,0.06468525713973405,-0.1010937680386762,0.010379017124155343,0.015281828439044354,0.03191728901342161,0.0027683008505090534,0.06960170196495596,0.08009118893963452,0.02729664468230797,0.04777147883519128,0.03766084686216775,0.04639785750005143,0.07331795513047012,0.07564902109447313,0.19924718525852114,-0.03278696098125755,0.15305855259784318,0.03433834265967328
2021-05-01,-0.05210716164282747,-0.023922379699021112,-0.07047025525869377,0.045381880651857553,0.04589219588016613,0.11254110872444212,0.02587346648090305,0.018786282944312616,-0.10995044283875466,0.13883755431516343,-0.05293575432441744,-0.03961945467371508,-0.01785696527911884,0.15223331342334134,0.25909890009568226,0.08439259102064867,0.07164613928646091,0.03652573366934253,0.0014233755954558003,0.06828819512326034,-0.014706369941538955,-0.02665105906532017,0.013109655260516107,-0.00712677233132053,0.07410031153385188,0.012041625548196766,-0.004307359962935187,-0.03326169013940017,-0.009913537029927255,0.0434185339417239,0.026220743372147748,-0.005328016145623837,-0.041706111754753916,0.09485666320978026,-0.048732217372806086,0.03289870726290922,0.05268325139345653,-0.00828598909391176,0.037069770216716424,0.015152594543062392
2021-06-01,0.10097600232929405,0.04476203321269967,0.06735498737093981,0.0459380650593304,-0.027364961583848713,-0.10113049578681921,-0.00558091733281485,0.04599891090149866,-0.0288564762096144,-0.03470596964962647,0.06617056015000888,-0.016120775611115468,0.01926985484856325,0.026898747547910107,0.02271155290457494,-0.052349015006820765,-0.04267427707135585,-0.0023605978024165974,0.03603964352371114,-0.03747854965078079,-6.267095587098037e-05,-0.037119832062842306,0.03122241267651482,-0.011103427447075043,-0.05297143899539003,0.04108109975252838,-0.004414016971773016,-0.04917116428566559,0.08749411549591835,-0.011430084765117976,0.0015548430188030427,-0.014270339142769872,-0.022086429123329476,0.0687697976906132,0.0018405558514213993,-0.02786959496797503,-0.0262523476765959,0.007654311661608126,-0.02849300057298887,-0.0032120081414845902
2021-07-01,0.06498262352371253,0.07764830128541678,-0.032722282722282725,0.060509783014454976,-0.06569290226859381,-0.044240525906972805,0.031743534066021706,0.08605672243595408,0.06165166921276799,-0.012943619687882824,0.07509591708768348,0.001422245540197764,-0.0007536945761597025,0.02670777997444529,-0.061238292083686696,-0.05928635494224055,-0.03697244719642778,-0.039377984522220744,0.10350604264392183,0.20332051450130373,0.03456041287619982,0.08978618510728054,-0.038406458033662716,-0.04310646881056179,-0.024173792110766312,0.062385979720358975,-0.006598972220379085,0.06929396785192843,0.051716683339916525,0.11947564677777822,0.06699472999963185,0.08603870150429982,-0.025364847963495363,0.0798791042020941,0.020617035165895636,0.03318800303774894,-0.07986716274656891,-0.10378262947367944,0.014351832377934581,0.010849534538831529
2021-08-01,0.04092955251697572,0.062421708467595094,0.043034169499993835,-0.08786336904904957,0.08837325850951272,0.07138375101879157,0.035879349113429715,0.061956234622621675,0.03780763736753978,0.05528424532484677,-0.039973016828216856,0.029996591632427183,0.04038954421472729,-0.08154072933615775,-0.06594969872048795,-0.05093782272117919,0.017471107617568205,-0.13775524987835486,0.0740091439589119,0.019258603261840035,-0.00612456762550051,-0.05013311649896757,-0.004398384542873446,0.006328960816919249,0.05990067934366561,0.13095831546349257,0.06253089263951916,-0.07425670972101162,0.05956266207562533,0.026609893903284387,-0.003568058788905204,-0.03244672726787079,0.0013707731925085564,-0.0538975480511682,0.05682287987749146,0.009824800607665995,0.0223140096685992,0.07635199771847567,-0.005224142647410335,0.03893366786207797
2021-09-01,-0.06664015350142716,-0.04944148199896847,-0.05351810876292584,-0.021157771003669112,0.0167664212677332,-0.024057934499648437,-0.07827962515611897,-0.013479809893312877,-0.02446562565405863,-0.01771032098816383,-0.04831573199503314,-0.06690565857071462,0.005443082516437547,-0.08469500291296594,0.08672296351743758,-0.17463961579998655,-0.02257842869902671,0.07549489236177331,-0.07616925000224084,-0.04055654766157524,0.0063769009494487605,0.058064818185906475,0.001350066362818536,-0.008023841591877412,0.02338220149508974,-0.11734931640632729,-0.005051740330025423,0.0958264068359107,-0.06433112434150534,-0.02243908723707777,-0.03823764667567764,-0.057467338699600745,-0.014952332020578663,-0.07055191500791891,-0.08936937841724468,-0.061330265245703064,-0.06424280095054946,-0.06377710442399342,0.019956281282606625,-0.05541598021570926
2021-10-01,0.05865714418829082,0.12149906384942022,0.02660245759664326,0.16056922852210476,0.13132742168024025,-0.014534196893186357,-0.08045775521535747,0.09389089697256603,0.05228388587768551,0.052085753540216606,0.04421621029375822,-0.0005910932419727066,-0.048392458134513205,-0.030943198352904377,0.20621447752439348,0.07709491021224157,0.018850589494467718,0.03263155381361038,0.10749881001165451,0.03383735930005782,0.13821367605351975,0.08962242619420024,-0.09954649902528157,-0.08033023353140478,0.03787658507214209,-0.010141184675932835,0.15261770691499787,0.0805591902295204,0.17629094452728156,0.10111326978798729,0.08176083076466445,-0.038437139930282305,-0.06479067272252592,0.13485170721818962,-0.007426484354729257,0.18259265772815048,0.17226803400453528,-0.0006374220701611533,0.10234855446787372,0.07203328963683231
2021-11-01,0.10347128837064634,-0.0009166911247446841,0.039923701306487036,-0.07253162895715548,-0.06927593505484975,-0.07227208979666921,-0.023895782128979248,0.09910207688439576,-0.0014082077727987086,0.003331880496380224,0.0010165867145406349,-0.14295857962448633,-0.036206412825185885,-0.07921399901382398,0.12353623131224456,-0.02190808823904833,-0.09421180017276409,0.06320026879245644,-0.04153099926481674,-0.09929729331954695,0.07766181405025074,-0.06168796193781978,-0.02089064652332706,0.004081645286002411,-0.05946734428103562,0.0377313175874745,0.04984849814536085,-0.07786530245924028,-0.00310594146040577,-0.05091041926623119,-0.011262151992107672,0.033656939000059616,-0.07282583329962244,-0.060781161788105886,0.05970355648758874,-0.035290094556829965,-0.07073601305228683,-0.04721409180402747,-0.06606726093268223,-0.05882745168090875
